reaction_description（原文中对实验条件的简要描述，例：CT reduction in ultrapure water）,Chemical Reaction Equation（反应方程式例如CCl4 + e- →CCl3 + Cl-）,reaction_step（总反应/第1步/第2步）,reaction_type（还原 / 氧化 / 生物降解/还原+生物降解等）,reactant（反应物）,product（含产物生成比例）,reaction_order（1/0/2）,rate_constant,rate_constant_unit（min⁻¹ / h⁻¹ / L·m⁻²·h⁻¹）,half_life,half_life_unit（h / min / d）,activation_energy（活化能）,activation_energy_unit（kJ/mol）,temperature,temperature_unit（°C / K）,pH,pH_note（"buffered" / "initial"）,initial_concentration,initial_concentration_unit（mg/L / μM / mM）,mineral_type,mineral_surface_area,mineral_surface_area_unit（m²/g）,experiment_type（批次 / 柱实验 / 田间）,影响速率常数因素（pH/温度/反应物浓度/生成物浓度等）,影响速率常数因子n,oxygen_condition（氧气条件 好氧 / 厌氧 / 微好氧）,notes（其他备注，如"CF yield 28%" / "k1 and k2 from sequential fitting"）,参考文献,journal（文献发表所在期刊）
"1,2-DCE hydrodechlorination over 2 wt.% Ni(N)/C at 220°C, H2:1,2-DCE=1:1","1,2-DCE + H2 → C2H4 + 2HCl",total reaction,还原,"1,2-dichloroethane",ethylene (96.9%); ethane (1.9%); vinyl chloride (0.5%); ethyl chloride (0.5%),NA,13.37,mmol/s·gNi,NA,NA,63.9,kJ/mol,220,°C,NA,NA,NA,NA,Sibunit carbon,active carbon,387,批次,temperature,NA,NA,TOF=0.0107 s⁻¹; selectivity to C2H4=96.9%,"Hydrodechlorination of 1,2-dichloroethane and dichlorodifluoromethane over Ni/C catalysts: The effect of catalyst carbiding",Applied Catalysis A: General
"1,2-DCE hydrodechlorination over 2 wt.% Ni(N)/C at 230°C, H2:1,2-DCE=1:1","1,2-DCE + H2 → C2H4 + 2HCl",total reaction,还原,"1,2-dichloroethane",ethylene (97.0%); ethane (1.6%); vinyl chloride (0.6%); ethyl chloride (0.6%),NA,17.86,mmol/s·gNi,NA,NA,63.9,kJ/mol,230,°C,NA,NA,NA,NA,Sibunit carbon,active carbon,387,批次,temperature,NA,NA,TOF=0.0144 s⁻¹; selectivity to C2H4=97.0%,"Hydrodechlorination of 1,2-dichloroethane and dichlorodifluoromethane over Ni/C catalysts: The effect of catalyst carbiding",Applied Catalysis A: General
"1,2-DCE hydrodechlorination over 2 wt.% Ni(C)/C at 210°C, H2:1,2-DCE=1:1","1,2-DCE + H2 → C2H4 + 2HCl",total reaction,还原,"1,2-dichloroethane",ethylene (88.3%); ethane (2.1%); vinyl chloride (8.0%); ethyl chloride (0.4%),NA,4.21,mmol/s·gNi,NA,NA,66.4,kJ/mol,210,°C,NA,NA,NA,NA,Sibunit carbon,active carbon,387,批次,temperature,NA,NA,TOF=0.0075 s⁻¹; selectivity to C2H4=88.3%,"Hydrodechlorination of 1,2-dichloroethane and dichlorodifluoromethane over Ni/C catalysts: The effect of catalyst carbiding",Applied Catalysis A: General
"1,2-DCE hydrodechlorination over 2 wt.% Ni(C)/C at 220°C, H2:1,2-DCE=1:1","1,2-DCE + H2 → C2H4 + 2HCl",total reaction,还原,"1,2-dichloroethane",ethylene (86.5%); ethane (1.9%); vinyl chloride (9.8%); ethyl chloride (0.3%),NA,5.95,mmol/s·gNi,NA,NA,66.4,kJ/mol,220,°C,NA,NA,NA,NA,Sibunit carbon,active carbon,387,批次,temperature,NA,NA,TOF=0.0106 s⁻¹; selectivity to C2H4=86.5%,"Hydrodechlorination of 1,2-dichloroethane and dichlorodifluoromethane over Ni/C catalysts: The effect of catalyst carbiding",Applied Catalysis A: General
"1,2-DCE hydrodechlorination over 2 wt.% Ni(C)/C at 230°C, H2:1,2-DCE=1:1","1,2-DCE + H2 → C2H4 + 2HCl",total reaction,还原,"1,2-dichloroethane",ethylene (84.0%); ethane (1.6%); vinyl chloride (12.0%); ethyl chloride (0.3%),NA,8.15,mmol/s·gNi,NA,NA,66.4,kJ/mol,230,°C,NA,NA,NA,NA,Sibunit carbon,active carbon,387,批次,temperature,NA,NA,TOF=0.0145 s⁻¹; selectivity to C2H4=84.0%,"Hydrodechlorination of 1,2-dichloroethane and dichlorodifluoromethane over Ni/C catalysts: The effect of catalyst carbiding",Applied Catalysis A: General
"1,2-DCE hydrodechlorination over 2 wt.% Ni(A)/C at 210°C, H2:1,2-DCE=1:1","1,2-DCE + H2 → C2H4 + 2HCl",total reaction,还原,"1,2-dichloroethane",ethylene (95.9%); ethane (1.8%); vinyl chloride (1.0%); ethyl chloride (0.5%),NA,3.46,mmol/s·gNi,NA,NA,72.8,kJ/mol,210,°C,NA,NA,NA,NA,Sibunit carbon,active carbon,387,批次,temperature,NA,NA,TOF=0.0042 s⁻¹; selectivity to C2H4=95.9%,"Hydrodechlorination of 1,2-dichloroethane and dichlorodifluoromethane over Ni/C catalysts: The effect of catalyst carbiding",Applied Catalysis A: General
"1,2-DCE hydrodechlorination over 2 wt.% Ni(A)/C at 220°C, H2:1,2-DCE=1:1","1,2-DCE + H2 → C2H4 + 2HCl",total reaction,还原,"1,2-dichloroethane",ethylene (91.9%); ethane (1.5%); vinyl chloride (5.2%); ethyl chloride (0.4%),NA,5.27,mmol/s·gNi,NA,NA,72.8,kJ/mol,220,°C,NA,NA,NA,NA,Sibunit carbon,active carbon,387,批次,temperature,NA,NA,TOF=0.0063 s⁻¹; selectivity to C2H4=91.9%,"Hydrodechlorination of 1,2-dichloroethane and dichlorodifluoromethane over Ni/C catalysts: The effect of catalyst carbiding",Applied Catalysis A: General
"1,2-DCE hydrodechlorination over 2 wt.% Ni(A)/C at 230°C, H2:1,2-DCE=1:1","1,2-DCE + H2 → C2H4 + 2HCl",total reaction,还原,"1,2-dichloroethane",ethylene (88.1%); ethane (1.4%); vinyl chloride (8.8%); ethyl chloride (0.3%),NA,7.12,mmol/s·gNi,NA,NA,72.8,kJ/mol,230,°C,NA,NA,NA,NA,Sibunit carbon,active carbon,387,批次,temperature,NA,NA,TOF=0.0085 s⁻¹; selectivity to C2H4=88.1%,"Hydrodechlorination of 1,2-dichloroethane and dichlorodifluoromethane over Ni/C catalysts: The effect of catalyst carbiding",Applied Catalysis A: General
"1,2-DCE hydrodechlorination over 2 wt.% Ni(N)/C at 210°C, H2:1,2-DCE=5:1","1,2-DCE + H2 → C2H4 + 2HCl",total reaction,还原,"1,2-dichloroethane",ethylene (89.9%); ethane (7.6%); vinyl chloride (0.5%); ethyl chloride (1.8%),NA,15.61,mmol/s·gNi,NA,NA,60.1,kJ/mol,210,°C,NA,NA,NA,NA,Sibunit carbon,active carbon,387,批次,temperature,NA,NA,TOF=0.0126 s⁻¹; selectivity to C2H4=89.9%,"Hydrodechlorination of 1,2-dichloroethane and dichlorodifluoromethane over Ni/C catalysts: The effect of catalyst carbiding",Applied Catalysis A: General
"1,2-DCE hydrodechlorination over 2 wt.% Ni(N)/C at 220°C, H2:1,2-DCE=5:1","1,2-DCE + H2 → C2H4 + 2HCl",total reaction,还原,"1,2-dichloroethane",ethylene (90.5%); ethane (7.0%); vinyl chloride (0.6%); ethyl chloride (1.6%),NA,21.36,mmol/s·gNi,NA,NA,60.1,kJ/mol,220,°C,NA,NA,NA,NA,Sibunit carbon,active carbon,387,批次,temperature,NA,NA,TOF=0.0172 s⁻¹; selectivity to C2H4=90.5%,"Hydrodechlorination of 1,2-dichloroethane and dichlorodifluoromethane over Ni/C catalysts: The effect of catalyst carbiding",Applied Catalysis A: General
"1,2-DCE hydrodechlorination over 2 wt.% Ni(N)/C at 230°C, H2:1,2-DCE=5:1","1,2-DCE + H2 → C2H4 + 2HCl",total reaction,还原,"1,2-dichloroethane",ethylene (91.2%); ethane (6.3%); vinyl chloride (0.2%); ethyl chloride (0.7%),NA,28.75,mmol/s·gNi,NA,NA,60.1,kJ/mol,230,°C,NA,NA,NA,NA,Sibunit carbon,active carbon,387,批次,temperature,NA,NA,TOF=0.0231 s⁻¹; selectivity to C2H4=91.2%,"Hydrodechlorination of 1,2-dichloroethane and dichlorodifluoromethane over Ni/C catalysts: The effect of catalyst carbiding",Applied Catalysis A: General
"1,2-DCE hydrodechlorination over 2 wt.% Ni(C)/C at 210°C, H2:1,2-DCE=5:1","1,2-DCE + H2 → C2H4 + 2HCl",total reaction,还原,"1,2-dichloroethane",ethylene (87.1%); ethane (7.3%); vinyl chloride (3.6%); ethyl chloride (1.4%),NA,5.33,mmol/s·gNi,NA,NA,68.1,kJ/mol,210,°C,NA,NA,NA,NA,Sibunit carbon,active carbon,387,批次,temperature,NA,NA,TOF=0.0095 s⁻¹; selectivity to C2H4=87.1%,"Hydrodechlorination of 1,2-dichloroethane and dichlorodifluoromethane over Ni/C catalysts: The effect of catalyst carbiding",Applied Catalysis A: General
"1,2-DCE hydrodechlorination over 2 wt.% Ni(C)/C at 220°C, H2:1,2-DCE=5:1","1,2-DCE + H2 → C2H4 + 2HCl",total reaction,还原,"1,2-dichloroethane",ethylene (87.2%); ethane (6.2%); vinyl chloride (4.5%); ethyl chloride (1.2%),NA,7.54,mmol/s·gNi,NA,NA,68.1,kJ/mol,220,°C,NA,NA,NA,NA,Sibunit carbon,active carbon,387,批次,temperature,NA,NA,TOF=0.0134 s⁻¹; selectivity to C2H4=87.2%,"Hydrodechlorination of 1,2-dichloroethane and dichlorodifluoromethane over Ni/C catalysts: The effect of catalyst carbiding",Applied Catalysis A: General
"1,2-DCE hydrodechlorination over 2 wt.% Ni(C)/C at 230°C, H2:1,2-DCE=5:1","1,2-DCE + H2 → C2H4 + 2HCl",total reaction,还原,"1,2-dichloroethane",ethylene (86.8%); ethane (5.2%); vinyl chloride (5.7%); ethyl chloride (1.0%),NA,10.44,mmol/s·gNi,NA,NA,68.1,kJ/mol,230,°C,NA,NA,NA,NA,Sibunit carbon,active carbon,387,批次,temperature,NA,NA,TOF=0.0186 s⁻¹; selectivity to C2H4=86.8%,"Hydrodechlorination of 1,2-dichloroethane and dichlorodifluoromethane over Ni/C catalysts: The effect of catalyst carbiding",Applied Catalysis A: General
"1,2-DCE hydrodechlorination over 2 wt.% Ni(A)/C at 210°C, H2:1,2-DCE=5:1","1,2-DCE + H2 → C2H4 + 2HCl",total reaction,还原,"1,2-dichloroethane",ethylene (89.7%); ethane (7.0%); vinyl chloride (1.3%); ethyl chloride (1.3%),NA,4.63,mmol/s·gNi,NA,NA,68.2,kJ/mol,210,°C,NA,NA,NA,NA,Sibunit carbon,active carbon,387,批次,temperature,NA,NA,TOF=0.0056 s⁻¹; selectivity to C2H4=89.7%,"Hydrodechlorination of 1,2-dichloroethane and dichlorodifluoromethane over Ni/C catalysts: The effect of catalyst carbiding",Applied Catalysis A: General
"1,2-DCE hydrodechlorination over 2 wt.% Ni(A)/C at 220°C, H2:1,2-DCE=5:1","1,2-DCE + H2 → C2H4 + 2HCl",total reaction,还原,"1,2-dichloroethane",ethylene (87.5%); ethane (6.1%); vinyl chloride (4.3%); ethyl chloride (1.1%),NA,6.7,mmol/s·gNi,NA,NA,68.2,kJ/mol,220,°C,NA,NA,NA,NA,Sibunit carbon,active carbon,387,批次,temperature,NA,NA,TOF=0.008 s⁻¹; selectivity to C2H4=87.5%,"Hydrodechlorination of 1,2-dichloroethane and dichlorodifluoromethane over Ni/C catalysts: The effect of catalyst carbiding",Applied Catalysis A: General
"1,2-DCE hydrodechlorination over 2 wt.% Ni(A)/C at 230°C, H2:1,2-DCE=5:1","1,2-DCE + H2 → C2H4 + 2HCl",total reaction,还原,"1,2-dichloroethane",ethylene (85.6%); ethane (5.1%); vinyl chloride (7.0%); ethyl chloride (0.9%),NA,9.13,mmol/s·gNi,NA,NA,68.2,kJ/mol,230,°C,NA,NA,NA,NA,Sibunit carbon,active carbon,387,批次,temperature,NA,NA,TOF=0.011 s⁻¹; selectivity to C2H4=85.6%,Hydrodechlorination of 1，2-dichloroethane and dichlorodifluoromethane over Ni/C catalysts: The effect of catalyst carbiding,Applied Catalysis A: General
DCE oxidation over Pt/ZSM-5,DCE → CO2 + H2O + HCl,总反应,还原,"1,2-dichloroethane (DCE)",CO2; H2O; HCl; C2H3Cl (byproduct),NA,NA,NA,NA,NA,NA,NA,280,°C,NA,NA,1000,ppm,ZSM-5,zeolite,NA,批次,temperature,NA,好氧,T90%=280°C; GHSV=22500 h⁻¹,Synergistic effect in bimetal Cr-Pt/ZSM-5 catalysts with high activity for CVOCs low-temperature removal,Journal of Environmental Chemical Engineering
DCE oxidation over 1%Cr-Pt/ZSM-5,DCE → CO2 + H2O + HCl,总反应,还原,"1,2-dichloroethane (DCE)",CO2; H2O; HCl; C2H3Cl (byproduct),NA,NA,NA,NA,NA,NA,NA,271,°C,NA,NA,1000,ppm,ZSM-5,zeolite,249.7,批次,Cr content; temperature,NA,好氧,T90%=271°C; 0.5 wt% Pt; 1% Cr,Synergistic effect in bimetal Cr-Pt/ZSM-5 catalysts with high activity for CVOCs low-temperature removal,Journal of Environmental Chemical Engineering
DCE oxidation over 5%Cr-Pt/ZSM-5,DCE → CO2 + H2O + HCl,总反应,还原,"1,2-dichloroethane (DCE)",CO2; H2O; HCl; C2H3Cl (byproduct),NA,NA,NA,NA,NA,NA,NA,270,°C,NA,NA,1000,ppm,ZSM-5,zeolite,240,批次,Cr content; temperature,NA,好氧,T90%=270°C; 0.5 wt% Pt; 5% Cr,Synergistic effect in bimetal Cr-Pt/ZSM-5 catalysts with high activity for CVOCs low-temperature removal,Journal of Environmental Chemical Engineering
DCE oxidation over 10%Cr-Pt/ZSM-5,DCE → CO2 + H2O + HCl,总反应,还原,"1,2-dichloroethane (DCE)",CO2; H2O; HCl; C2H3Cl (byproduct),NA,NA,NA,NA,NA,NA,NA,255,°C,NA,NA,1000,ppm,ZSM-5,zeolite,223.3,批次,Cr content; temperature,NA,好氧,T90%=255°C; 0.5 wt% Pt; 10% Cr; highest Cr6+ content,Synergistic effect in bimetal Cr-Pt/ZSM-5 catalysts with high activity for CVOCs low-temperature removal,Journal of Environmental Chemical Engineering
DCE oxidation over 15%Cr-Pt/ZSM-5,DCE → CO2 + H2O + HCl,总反应,还原,"1,2-dichloroethane (DCE)",CO2; H2O; HCl; C2H3Cl (byproduct),NA,NA,NA,NA,NA,NA,NA,285,°C,NA,NA,1000,ppm,ZSM-5,zeolite,168.8,批次,Cr content; temperature,NA,好氧,T90%=285°C; 0.5 wt% Pt; 15% Cr; excess Cr causes deactivation,Synergistic effect in bimetal Cr-Pt/ZSM-5 catalysts with high activity for CVOCs low-temperature removal,Journal of Environmental Chemical Engineering
DCE oxidation over 10%Cr/ZSM-5,DCE → CO2 + H2O + HCl,总反应,还原,"1,2-dichloroethane (DCE)",CO2; H2O; HCl; C2H3Cl (byproduct),NA,NA,NA,NA,NA,NA,NA,275,°C,NA,NA,1000,ppm,ZSM-5,zeolite,NA,批次,temperature,NA,好氧,"T90%=275°C; 10% Cr only, no Pt",Synergistic effect in bimetal Cr-Pt/ZSM-5 catalysts with high activity for CVOCs low-temperature removal,Journal of Environmental Chemical Engineering
"Electroreduction of 1,2-dichloroethane at Ag cathode in water",ClH2CACH2Cl + 2e- → C2H6 + C2H4,总反应,还原,"1,2-dichloroethane",ethane; ethene,NA,NA,NA,NA,NA,NA,NA,10,°C,2,initial,4,mM,Silver,electrode,NA,批次,working potential,NA,NA,Potentiostatic mode; no halogenated intermediates detected,Electroreduction of aliphatic chlorides at silver cathodes in water,Journal of Electroanalytical Chemistry
"Electroreduction of 1,2-dichloroethane at Ag cathode in water",ClH2CACH2Cl + 2e- → C2H6 + C2H4,总反应,还原,"1,2-dichloroethane",ethane; ethene,NA,NA,NA,NA,NA,NA,NA,10,°C,2,initial,4,mM,Silver,electrode,NA,批次,current density,NA,NA,Amperostatic mode at 10 mA/cm²; current efficiency <2%,Electroreduction of aliphatic chlorides at silver cathodes in water,Journal of Electroanalytical Chemistry
DCE oxidation over 4.0Ce-USY-ex at 280°C,C2H4Cl2 + O2 → CO2 + HCl + H2O,NA,氧化,"1,2-dichloroethane (DCE)","CO2; HCl (72.5%); byproducts: CH3Cl, C2H3Cl, CH3CHO, CH3COOH",NA,NA,NA,NA,NA,NA,NA,NA,°C,NA,NA,1000,ppmv,4.0Ce-USY-ex,zeolite-supported CeO2,546,批次,catalyst composition; CeO2 location,NA,好氧,Space velocity 15000 h⁻¹; HCl selectivity 72.5%; cmax values in Table 2,Ce-modified USY zeolite catalysts for catalytic oxidation of chlorinated VOCs: Effect of the location of CeO2 and its synergistic effect with USY zeolite,Journal of Rare Earths
DCE oxidation over 4.0Ce-USY-dp at 280°C,C2H4Cl2 + O2 → CO2 + HCl + H2O,NA,氧化,"1,2-dichloroethane (DCE)","CO2; HCl (34.1%); byproducts: CH3Cl, C2H3Cl, CH3CHO, CH3COOH, C2HCl3, C2Cl4",NA,NA,NA,NA,NA,NA,NA,NA,°C,NA,NA,1000,ppmv,4.0Ce-USY-dp,zeolite-supported CeO2,544,批次,catalyst composition; CeO2 location,NA,好氧,Space velocity 15000 h⁻¹; HCl selectivity 34.1%; cmax values in Table 2,Ce-modified USY zeolite catalysts for catalytic oxidation of chlorinated VOCs: Effect of the location of CeO2 and its synergistic effect with USY zeolite,Journal of Rare Earths
DCE oxidation over HUSY at 280°C,C2H4Cl2 + O2 → CO2 + HCl + H2O,NA,氧化,"1,2-dichloroethane (DCE)","CO2; HCl (97.6%); byproducts: CH3Cl, C2H3Cl",NA,NA,NA,NA,NA,NA,NA,NA,°C,NA,NA,1000,ppmv,HUSY,zeolite,579,批次,NA,NA,好氧,Space velocity 15000 h⁻¹; HCl selectivity 97.6%; 13% conversion decrease after 50h,Ce-modified USY zeolite catalysts for catalytic oxidation of chlorinated VOCs: Effect of the location of CeO2 and its synergistic effect with USY zeolite,Journal of Rare Earths
DCE oxidation over CeO2 at 280°C,C2H4Cl2 + O2 → CO2 + HCl + H2O,NA,氧化,"1,2-dichloroethane (DCE)","CO2; HCl (28.7%); byproducts: C2H3Cl, CH3CHO, CH3COOH, C2HCl3, C2Cl4",NA,NA,NA,NA,NA,NA,NA,NA,°C,NA,NA,1000,ppmv,CeO2,metal oxide,34,批次,NA,NA,好氧,Space velocity 15000 h⁻¹; HCl selectivity 28.7%; stable after 50h,Ce-modified USY zeolite catalysts for catalytic oxidation of chlorinated VOCs: Effect of the location of CeO2 and its synergistic effect with USY zeolite,Journal of Rare Earths
cis-DCE dechlorination in EV-3 reactor cell suspension,cis-DCE → VC,总反应,还原,cis-DCE,VC,1,112,nmol·h⁻¹·mL⁻¹,NA,NA,NA,NA,21-23,°C,NA,NA,25-300,μM,NA,NA,NA,批次,substrate concentration,NA,厌氧,"VMAX from Monod fit; KS,DCE = 8.5 μM","1,2-Dichloroethane Exposure Alters the Population Structure, Metabolism, and Kinetics of a Trichloroethene-Dechlorinating Dehalococcoides mccartyi Consortium",Environ. Sci. Technol.
"1,2-DCA dihaloelimination in EV-3 reactor cell suspension","1,2-DCA → ethene",总反应,还原,"1,2-DCA",ethene,1,40,nmol·h⁻¹·mL⁻¹,NA,NA,NA,NA,21-23,°C,NA,NA,25-300,μM,NA,NA,NA,批次,substrate concentration,NA,厌氧,"VMAX from Monod fit; KS,DCA = 127 μM (95% CI [100, 170])","1,2-Dichloroethane Exposure Alters the Population Structure, Metabolism, and Kinetics of a Trichloroethene-Dechlorinating Dehalococcoides mccartyi Consortium",Environ. Sci. Technol.
CoPP/CNT-NH2 electrocatalytic DCA reduction at -0.87 V vs. RHE,ClCH2CH2Cl + 2e- → C2H4 + 2Cl-,总反应,还原,"1,2-dichloroethane",ethylene (99.6% FE),1,3.52,s⁻¹,NA,NA,NA,NA,25,°C,8.2,buffered,saturated,NA,NA,NA,NA,批次,电位/功能基团,NA,厌氧,TOF=3.52 s⁻¹; PR=91.2 μmol·g⁻¹·s⁻¹; FE=99.6%; H-type cell,"Interfacial regulation enhancing cobalt porphyrin-carbon support interaction for efficient electrocatalytic dechlorination of 1,2-dichloro-ethane to ethylene",Chemical Engineering Journal
CoPP/CNT electrocatalytic DCA reduction at -0.87 V vs. RHE,ClCH2CH2Cl + 2e- → C2H4 + 2Cl-,总反应,还原,"1,2-dichloroethane",ethylene,1,0.59,s⁻¹,NA,NA,NA,NA,25,°C,8.2,buffered,saturated,NA,NA,NA,NA,批次,电位,NA,厌氧,TOF=0.59 s⁻¹; current density=8.2 mA·cm⁻²,"Interfacial regulation enhancing cobalt porphyrin-carbon support interaction for efficient electrocatalytic dechlorination of 1,2-dichloro-ethane to ethylene",Chemical Engineering Journal
CoPP/CNT-OH electrocatalytic DCA reduction at -0.87 V vs. RHE,ClCH2CH2Cl + 2e- → C2H4 + 2Cl-,总反应,还原,"1,2-dichloroethane",ethylene,1,1.3,s⁻¹,NA,NA,NA,NA,25,°C,8.2,buffered,saturated,NA,NA,NA,NA,批次,电位/功能基团,NA,厌氧,TOF=1.30 s⁻¹; current density=15.8 mA·cm⁻²,"Interfacial regulation enhancing cobalt porphyrin-carbon support interaction for efficient electrocatalytic dechlorination of 1,2-dichloro-ethane to ethylene",Chemical Engineering Journal
CoPP/CNT-NH2 low-concentration DCA removal,ClCH2CH2Cl + 2e- → C2H4 + 2Cl-,总反应,还原,"1,2-dichloroethane",ethylene,1,NA,NA,120,min,NA,NA,25,°C,8.2,buffered,0.5,mM,NA,NA,NA,批次,电位/初始浓度,NA,厌氧,97.2% removal in 120 min; 95% efficiency over 5 cycles,"Interfacial regulation enhancing cobalt porphyrin-carbon support interaction for efficient electrocatalytic dechlorination of 1,2-dichloro-ethane to ethylene",Chemical Engineering Journal
CoPP/CNT-NH2 Tafel analysis,ClCH2CH2Cl + 2e- → C2H4 + 2Cl-,总反应,还原,"1,2-dichloroethane",ethylene,1,NA,NA,NA,NA,NA,NA,25,°C,8.2,buffered,saturated,NA,NA,NA,NA,批次,电位,NA,厌氧,Tafel slope=459 mV·dec⁻¹; Rct=65.54 Ω,"Interfacial regulation enhancing cobalt porphyrin-carbon support interaction for efficient electrocatalytic dechlorination of 1,2-dichloro-ethane to ethylene",Chemical Engineering Journal
CoPP/CNT Tafel analysis,ClCH2CH2Cl + 2e- → C2H4 + 2Cl-,总反应,还原,"1,2-dichloroethane",ethylene,1,NA,NA,NA,NA,NA,NA,25,°C,8.2,buffered,saturated,NA,NA,NA,NA,批次,电位,NA,厌氧,Tafel slope=796 mV·dec⁻¹; Rct=193.50 Ω,"Interfacial regulation enhancing cobalt porphyrin-carbon support interaction for efficient electrocatalytic dechlorination of 1,2-dichloro-ethane to ethylene",Chemical Engineering Journal
CoPP/CNT-OH Tafel analysis,ClCH2CH2Cl + 2e- → C2H4 + 2Cl-,总反应,还原,"1,2-dichloroethane",ethylene,1,NA,NA,NA,NA,NA,NA,25,°C,8.2,buffered,saturated,NA,NA,NA,NA,批次,电位,NA,厌氧,Tafel slope=536 mV·dec⁻¹; Rct=82.32 Ω,"Interfacial regulation enhancing cobalt porphyrin-carbon support interaction for efficient electrocatalytic dechlorination of 1,2-dichloro-ethane to ethylene",Chemical Engineering Journal
CoPP/CNT-NH2 in KOH electrolyte,ClCH2CH2Cl + 2e- → C2H4 + 2Cl-,总反应,还原,"1,2-dichloroethane",ethylene,1,NA,NA,NA,NA,NA,NA,25,°C,13.5,initial,saturated,NA,NA,NA,NA,批次,pH/电位,NA,厌氧,Comparable performance to KHCO3; no proton involvement,"Interfacial regulation enhancing cobalt porphyrin-carbon support interaction for efficient electrocatalytic dechlorination of 1,2-dichloro-ethane to ethylene",Chemical Engineering Journal
"Gas-phase catalytic hydrodechlorination of 1,2-dichloroethane over Pd-Ag/Al2O3 catalysts","1,2-dichloroethane + H2 → ethylene + 2HCl",总反应,还原,"1,2-dichloroethane","ethylene (58-96% selectivity depending on catalyst); ethane; chloroethane; C1,C3,C4",NA,NA,NA,NA,NA,NA,NA,250,°C,NA,NA,7300,ppm,Al2O3,catalyst support,NA,批次,catalyst composition (Pd-Ag ratio),NA,NA,"Steady ethylene selectivity: 58% for im-Pd(0.95)-Ag(0.47)/Al2O3, 66% for im-Pd(0.97)-Ag(0.97)/Al2O3, 77% for im-Pd(0.94)-Ag(2.01)/Al2O3, 82% for sr-Pd(0.96)-Ag(0.46)/Al2O3, 95% for sr-Pd(0.94)-Ag(0.96)/Al2O3, 96% for sr-Pd(0.95)-Ag(1.98)/Al2O3; conversion decreased from 27% to 8% for im-Pd/Al2O3","Selective hydrodechlorination of 1,2-dichloroethane to ethylene over Pd-Ag/Al2O3 catalysts prepared by surface reduction",Applied Surface Science
"C2H4Cl2 biodegradation, NaCl 10 g/L, initial 32 mmol/L",NA,总反应,生物降解,C2H4Cl2,NA,NA,NA,NA,NA,NA,NA,NA,30,°C,7,buffered,32,mmol/L,NA,NA,NA,批次,NA,NA,好氧,49.65% degradation at 24 h; 63% at 36 h,Aerobic Biodegradation of Chlorinated Hydrocarbons by Bacillus circulans WZ-12 CCTCC M 20706 under Saline Conditions,Chinese Journal of Chemical Engineering
C2H4Cl2 kinetics vs NaCl concentration,NA,总反应,生物降解,C2H4Cl2,NA,NA,NA,NA,NA,NA,NA,NA,30,°C,7,buffered,NA,NA,NA,NA,NA,批次,NaCl concentration,NA,好氧,Linear inverse correlation V vs NaCl; R²=0.87,Aerobic Biodegradation of Chlorinated Hydrocarbons by Bacillus circulans WZ-12 CCTCC M 20706 under Saline Conditions,Chinese Journal of Chemical Engineering
Hydrodechlorination at 573 K,ClCH2-CH2Cl + H2 → CH2=CH2 + 2HCl,Step 1,还原,"1,2-dichloroethane",ethylene,1,61.7,mmol kg⁻¹ s⁻¹ atm⁻¹,NA,NA,49.1,kJ/mol,573,K,NA,NA,0.089-0.207,atm,NA,NA,NA,批次,temperature; partial pressures,NA,NA,"k1,ref at Tref=600K; rate-determining step: 1,2-dichloroethane adsorption","Experimental procedure and statistical data treatment for the kinetic study of selective hydrodechlorination of 1,2-dichloroethane into ethylene over a Pd-Ag sol-gel catalyst",Chemical Engineering Journal
Hydrodechlorination at 596 K,ClCH2-CH2Cl + H2 → CH2=CH2 + 2HCl,Step 1,还原,"1,2-dichloroethane",ethylene,1,61.7,mmol kg⁻¹ s⁻¹ atm⁻¹,NA,NA,49.1,kJ/mol,596,K,NA,NA,0.089-0.207,atm,NA,NA,NA,批次,temperature; partial pressures,NA,NA,"k1,ref at Tref=600K","Experimental procedure and statistical data treatment for the kinetic study of selective hydrodechlorination of 1,2-dichloroethane into ethylene over a Pd-Ag sol-gel catalyst",Chemical Engineering Journal
Hydrodechlorination at 647 K,ClCH2-CH2Cl + H2 → CH2=CH2 + 2HCl,Step 1,还原,"1,2-dichloroethane",ethylene,1,61.7,mmol kg⁻¹ s⁻¹ atm⁻¹,NA,NA,49.1,kJ/mol,647,K,NA,NA,0.089-0.207,atm,NA,NA,NA,批次,temperature; partial pressures,NA,NA,"k1,ref at Tref=600K","Experimental procedure and statistical data treatment for the kinetic study of selective hydrodechlorination of 1,2-dichloroethane into ethylene over a Pd-Ag sol-gel catalyst",Chemical Engineering Journal
