反应描述,脱氯步骤,反应类型,反应物,产物,速率常数,速率常数_单位,表面反应速率常数,表面反应速率常数_单位,反应级数,半衰期,半衰期_单位,活化能,活化能_单位,温度,温度_单位,pH,氧化还原电位,氧化还原电位_单位,固相矿物类型,矿物比表面积,矿物比表面积_单位,初始浓度,初始浓度_单位,矿物名称,矿物化学式,溶度积,溶度积_单位,沉淀速率常数,沉淀速率常数_单位,溶解速率常数,溶解速率常数_单位,离子活度积,离子活度积_单位,过饱和度,实验体系,其他条件,参考文献
"As(III) biosorption on U. cylindricum at pH 6, 20°C",总反应,biosorption/adsorption,As(III),NA,0.179,g/(mg·min),NA,NA,2,NA,NA,NA,NA,20,°C,6,NA,NA,green algae biomass,NA,NA,10,mg/L,Ulothrix cylindricum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,batch,"备注: Data from pseudo-second-order kinetic model (Table 2, Fig. 5); R²: 0.997; 催化剂投加: 4; 催化剂单位: g/L; 影响因素: temperature; 尺度: laboratory; 介质: water; 提取方法: table extraction; 期刊: Journal of Hazardous Materials; 地区(作者): Turkey; 尾注: pseudo-second-order k2 at 20°C; qe,exp=4.5 mg/g",Tuzen et al. (2009)
"As(III) biosorption on U. cylindricum at pH 6, 30°C",总反应,biosorption/adsorption,As(III),NA,0.151,g/(mg·min),NA,NA,2,NA,NA,NA,NA,30,°C,6,NA,NA,green algae biomass,NA,NA,10,mg/L,Ulothrix cylindricum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,batch,"备注: Data from pseudo-second-order kinetic model (Table 2, Fig. 5); R²: 0.999; 催化剂投加: 4; 催化剂单位: g/L; 影响因素: temperature; 尺度: laboratory; 介质: water; 提取方法: table extraction; 期刊: Journal of Hazardous Materials; 地区(作者): Turkey; 尾注: pseudo-second-order k2 at 30°C; qe,exp=4.2 mg/g",Tuzen et al. (2009)
"As(III) biosorption on U. cylindricum at pH 6, 40°C",总反应,biosorption/adsorption,As(III),NA,0.127,g/(mg·min),NA,NA,2,NA,NA,NA,NA,40,°C,6,NA,NA,green algae biomass,NA,NA,10,mg/L,Ulothrix cylindricum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,batch,"备注: Data from pseudo-second-order kinetic model (Table 2, Fig. 5); R²: 0.997; 催化剂投加: 4; 催化剂单位: g/L; 影响因素: temperature; 尺度: laboratory; 介质: water; 提取方法: table extraction; 期刊: Journal of Hazardous Materials; 地区(作者): Turkey; 尾注: pseudo-second-order k2 at 40°C; qe,exp=4.0 mg/g",Tuzen et al. (2009)
"As(III) biosorption on U. cylindricum at pH 6, 50°C",总反应,biosorption/adsorption,As(III),NA,0.118,g/(mg·min),NA,NA,2,NA,NA,NA,NA,50,°C,6,NA,NA,green algae biomass,NA,NA,10,mg/L,Ulothrix cylindricum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,batch,"备注: Data from pseudo-second-order kinetic model (Table 2, Fig. 5); R²: 0.998; 催化剂投加: 4; 催化剂单位: g/L; 影响因素: temperature; 尺度: laboratory; 介质: water; 提取方法: table extraction; 期刊: Journal of Hazardous Materials; 地区(作者): Turkey; 尾注: pseudo-second-order k2 at 50°C; qe,exp=3.6 mg/g",Tuzen et al. (2009)
"As(III) adsorption on Fe(III)-Sn(IV) mixed oxide, 10 mg/L",总反应,吸附,As(III),NA,7.34,g·mg⁻¹·h⁻¹,NA,NA,2,NA,NA,NA,NA,30,°C,6.8,NA,NA,binary mixed oxide,127,m²/g,10,mg/L,Fe(III)-Sn(IV) mixed oxide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Fig. 3, pseudo-second order kinetics; R²: 0.9938; 催化剂投加: 2; 催化剂单位: g/L; 影响因素: initial concentration; 尺度: 实验室; 介质: 水; 提取方法: 表格直接提取; 期刊: Water Qual. Res. J. Canada; 地区(作者): India; 尾注: Pseudo-second order k2 value, equilibrium pH 6.8±0.1",Ghosh et al. 2006
"As(III) adsorption on Fe(III)-Sn(IV) mixed oxide, 20 mg/L",总反应,吸附,As(III),NA,20.95,g·mg⁻¹·h⁻¹,NA,NA,2,NA,NA,NA,NA,30,°C,6.8,NA,NA,binary mixed oxide,127,m²/g,20,mg/L,Fe(III)-Sn(IV) mixed oxide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Fig. 3, pseudo-second order kinetics; R²: 0.9964; 催化剂投加: 2; 催化剂单位: g/L; 影响因素: initial concentration; 尺度: 实验室; 介质: 水; 提取方法: 表格直接提取; 期刊: Water Qual. Res. J. Canada; 地区(作者): India; 尾注: Pseudo-second order k2 value, equilibrium pH 6.8±0.1",Ghosh et al. 2006
"As(V) adsorption on Fe(III)-Sn(IV) mixed oxide, 10 mg/L",总反应,吸附,As(V),NA,75.52,g·mg⁻¹·h⁻¹,NA,NA,2,NA,NA,NA,NA,30,°C,7.3,NA,NA,binary mixed oxide,127,m²/g,10,mg/L,Fe(III)-Sn(IV) mixed oxide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Fig. 4, pseudo-second order kinetics; R²: 0.9718; 催化剂投加: 2; 催化剂单位: g/L; 影响因素: initial concentration; 尺度: 实验室; 介质: 水; 提取方法: 表格直接提取; 期刊: Water Qual. Res. J. Canada; 地区(作者): India; 尾注: Pseudo-second order k2 value, equilibrium pH 7.3±0.1",Ghosh et al. 2006
"As(V) adsorption on Fe(III)-Sn(IV) mixed oxide, 20 mg/L",总反应,吸附,As(V),NA,54.27,g·mg⁻¹·h⁻¹,NA,NA,2,NA,NA,NA,NA,30,°C,7.3,NA,NA,binary mixed oxide,127,m²/g,20,mg/L,Fe(III)-Sn(IV) mixed oxide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Fig. 4, pseudo-second order kinetics; R²: 0.9807; 催化剂投加: 2; 催化剂单位: g/L; 影响因素: initial concentration; 尺度: 实验室; 介质: 水; 提取方法: 表格直接提取; 期刊: Water Qual. Res. J. Canada; 地区(作者): India; 尾注: Pseudo-second order k2 value, equilibrium pH 7.3±0.1",Ghosh et al. 2006
As2S3 leaching by CuSO4 at 70°C,总反应,氧化,As2S3,CuS; H3AsO3,NA,NA,NA,NA,NA,NA,NA,44.9,kJ/mol,70,°C,NA,NA,NA,arsenic sulfide,NA,NA,0.26,M,As2S3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Figure 5, Table 3; 方程式: 3CuSO4 + As2S3 + 6H2O = 3CuS + 2H3AsO3 + 3H2SO4; R²: 0.968; 共存物: H2SO4; 影响因素: temperature; copper concentration; 因子n: 3.61; 尺度: 实验室; 介质: 水; 提取方法: 表格直接提取; 期刊: Metals; 地区(作者): Russia; 尾注: Shrinking core model; intra-diffusion control; L/S=10:1",Karimov et al. 2020
As2S3 leaching by CuSO4 at 75°C,总反应,氧化,As2S3,CuS; H3AsO3,NA,NA,NA,NA,NA,NA,NA,44.9,kJ/mol,75,°C,NA,NA,NA,arsenic sulfide,NA,NA,0.26,M,As2S3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Figure 5, Table 3; 方程式: 3CuSO4 + As2S3 + 6H2O = 3CuS + 2H3AsO3 + 3H2SO4; R²: 0.985; 共存物: H2SO4; 影响因素: temperature; copper concentration; 因子n: 3.61; 尺度: 实验室; 介质: 水; 提取方法: 表格直接提取; 期刊: Metals; 地区(作者): Russia; 尾注: Shrinking core model; intra-diffusion control; L/S=10:1",Karimov et al. 2020
As2S3 leaching by CuSO4 at 80°C,总反应,氧化,As2S3,CuS; H3AsO3,NA,NA,NA,NA,NA,NA,NA,44.9,kJ/mol,80,°C,NA,NA,NA,arsenic sulfide,NA,NA,0.26,M,As2S3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Figure 5, Table 3; 方程式: 3CuSO4 + As2S3 + 6H2O = 3CuS + 2H3AsO3 + 3H2SO4; R²: 0.993; 共存物: H2SO4; 影响因素: temperature; copper concentration; 因子n: 3.61; 尺度: 实验室; 介质: 水; 提取方法: 表格直接提取; 期刊: Metals; 地区(作者): Russia; 尾注: Shrinking core model; intra-diffusion control; L/S=10:1",Karimov et al. 2020
As2S3 leaching by CuSO4 at 85°C,总反应,氧化,As2S3,CuS; H3AsO3,NA,NA,NA,NA,NA,NA,NA,44.9,kJ/mol,85,°C,NA,NA,NA,arsenic sulfide,NA,NA,0.26,M,As2S3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Figure 5, Table 3; 方程式: 3CuSO4 + As2S3 + 6H2O = 3CuS + 2H3AsO3 + 3H2SO4; R²: 0.991; 共存物: H2SO4; 影响因素: temperature; copper concentration; 因子n: 3.61; 尺度: 实验室; 介质: 水; 提取方法: 表格直接提取; 期刊: Metals; 地区(作者): Russia; 尾注: Shrinking core model; intra-diffusion control; L/S=10:1",Karimov et al. 2020
As2S3 leaching by CuSO4 at 90°C,总反应,氧化,As2S3,CuS; H3AsO3,NA,NA,NA,NA,NA,NA,NA,44.9,kJ/mol,90,°C,NA,NA,NA,arsenic sulfide,NA,NA,0.26,M,As2S3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Figure 5, Table 3; 方程式: 3CuSO4 + As2S3 + 6H2O = 3CuS + 2H3AsO3 + 3H2SO4; R²: 0.987; 共存物: H2SO4; 影响因素: temperature; copper concentration; 因子n: 3.61; 尺度: 实验室; 介质: 水; 提取方法: 表格直接提取; 期刊: Metals; 地区(作者): Russia; 尾注: Shrinking core model; intra-diffusion control; L/S=10:1",Karimov et al. 2020
As2S3 leaching at 80°C with 0.23M CuSO4,总反应,氧化,As2S3,CuS; H3AsO3,NA,NA,NA,NA,NA,NA,NA,44.9,kJ/mol,80,°C,NA,NA,NA,arsenic sulfide,NA,NA,0.23,M,As2S3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,备注: Data from Figure 6; 方程式: 3CuSO4 + As2S3 + 6H2O = 3CuS + 2H3AsO3 + 3H2SO4; 共存物: H2SO4; 影响因素: copper concentration; 因子n: 3.61; 尺度: 实验室; 介质: 水; 提取方法: 图提取（软件）; 期刊: Metals; 地区(作者): Russia; 尾注: 93.2% As recovery at 120 min; L/S=10:1,Karimov et al. 2020
As2S3 leaching at 80°C with 0.28M CuSO4,总反应,氧化,As2S3,CuS; H3AsO3,NA,NA,NA,NA,NA,NA,NA,44.9,kJ/mol,80,°C,NA,NA,NA,arsenic sulfide,NA,NA,0.28,M,As2S3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,备注: Data from Figure 6; 方程式: 3CuSO4 + As2S3 + 6H2O = 3CuS + 2H3AsO3 + 3H2SO4; 共存物: H2SO4; 影响因素: copper concentration; 因子n: 3.61; 尺度: 实验室; 介质: 水; 提取方法: 图提取（软件）; 期刊: Metals; 地区(作者): Russia; 尾注: 97.8% As recovery at 120 min; L/S=10:1,Karimov et al. 2020
As(V) adsorption by Fe-BTC polymer in aqueous solution,总反应,吸附,As(V),NA,NA,NA,NA,NA,2,NA,NA,NA,NA,298,K,4,NA,NA,metal-organic coordination polymer,NA,NA,5,mg/L,Fe-BTC polymer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Figure 4, pseudo-second-order kinetic model, equilibrium reached within 10 min; R²: >0.99; 催化剂投加: 5; 催化剂单位: g/L; 尺度: 实验室; 介质: 水; 提取方法: 表格直接提取; 期刊: J. Phys. Chem. C; 地区(作者): China; 尾注: Pseudo-second-order kinetic model fits well (R² close to 1), equilibrium within 10 min","Zhu et al., 2012"
As(V) adsorption by Fe2O3 nanoparticles (50 nm),总反应,吸附,As(V),NA,NA,NA,NA,NA,2,NA,NA,NA,NA,298,K,4,NA,NA,iron oxide,NA,NA,5,mg/L,Fe2O3 nanoparticles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Figure 4, pseudo-second-order kinetic model, equilibrium reached within 60 min; R²: >0.99; 催化剂投加: 5; 催化剂单位: g/L; 尺度: 实验室; 介质: 水; 提取方法: 表格直接提取; 期刊: J. Phys. Chem. C; 地区(作者): China; 尾注: Pseudo-second-order kinetic model fits well (R² close to 1), equilibrium within 60 min","Zhu et al., 2012"
As(V) adsorption by bulk Fe2O3 powders (2 μm),总反应,吸附,As(V),NA,NA,NA,NA,NA,2,NA,NA,NA,NA,298,K,4,NA,NA,iron oxide,NA,NA,5,mg/L,Fe2O3 bulk powders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Figure 4, pseudo-second-order kinetic model, equilibrium reached within 10 min; R²: >0.99; 催化剂投加: 5; 催化剂单位: g/L; 尺度: 实验室; 介质: 水; 提取方法: 表格直接提取; 期刊: J. Phys. Chem. C; 地区(作者): China; 尾注: Pseudo-second-order kinetic model fits well (R² close to 1), equilibrium within 10 min","Zhu et al., 2012"
As(V) adsorption isotherm by Fe-BTC polymer,总反应,吸附,As(V),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298,K,4,NA,NA,metal-organic coordination polymer,NA,NA,NA,NA,Fe-BTC polymer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Figure 6 and Table S1, Langmuir model, qm = 12.287 mg/g; 催化剂投加: 5; 催化剂单位: g/L; 尺度: 实验室; 介质: 水; 提取方法: 表格直接提取; 期刊: J. Phys. Chem. C; 地区(作者): China; 尾注: Langmuir isotherm model fits better than Freundlich, maximum adsorption capacity qm = 12.287 mg/g","Zhu et al., 2012"
As(V) adsorption isotherm by Fe2O3 nanoparticles,总反应,吸附,As(V),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298,K,4,NA,NA,iron oxide,NA,NA,NA,NA,Fe2O3 nanoparticles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Figure 6 and Table S1, Langmuir model, qm = 6.365 mg/g; 催化剂投加: 5; 催化剂单位: g/L; 尺度: 实验室; 介质: 水; 提取方法: 表格直接提取; 期刊: J. Phys. Chem. C; 地区(作者): China; 尾注: Langmuir isotherm model fits better than Freundlich, maximum adsorption capacity qm = 6.365 mg/g","Zhu et al., 2012"
As(V) adsorption isotherm by bulk Fe2O3 powders,总反应,吸附,As(V),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298,K,4,NA,NA,iron oxide,NA,NA,NA,NA,Fe2O3 bulk powders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Figure 6 and Table S1, Langmuir model, qm = 1.098 mg/g; 催化剂投加: 5; 催化剂单位: g/L; 尺度: 实验室; 介质: 水; 提取方法: 表格直接提取; 期刊: J. Phys. Chem. C; 地区(作者): China; 尾注: Langmuir isotherm model fits better than Freundlich, maximum adsorption capacity qm = 1.098 mg/g","Zhu et al., 2012"
"As(V) adsorption on IOCP, initial conc. 0.2 mg/L",总反应,吸附,As(V),NA,26.09,g·mg⁻¹·min⁻¹,NA,NA,2,NA,NA,NA,NA,30,°C,6.5-7,NA,NA,iron oxide coating on perlite,9.62,m²/g,0.2,mg/L,iron oxide-coated perlite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,备注: Data from Fig. 4 and Table 5; pseudo-second-order kinetics; R²: 0.999; 共存物: NaCl; 共存物浓度: 0.01; 共存物单位: M; 催化剂投加: 10; 催化剂单位: g/L; 影响因素: initial concentration; 尺度: 实验室; 介质: 水; 提取方法: 表格直接提取; 期刊: Journal of Hazardous Materials; 地区(作者): Taiwan; 尾注: Equilibrium time ~5 min; 100% removal achieved,Mostafa et al. (2011)
"As(V) adsorption on IOCP, initial conc. 0.5 mg/L",总反应,吸附,As(V),NA,34.32,g·mg⁻¹·min⁻¹,NA,NA,2,NA,NA,NA,NA,30,°C,6.5-7,NA,NA,iron oxide coating on perlite,9.62,m²/g,0.5,mg/L,iron oxide-coated perlite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,备注: Data from Fig. 4 and Table 5; pseudo-second-order kinetics; R²: 0.9997; 共存物: NaCl; 共存物浓度: 0.01; 共存物单位: M; 催化剂投加: 10; 催化剂单位: g/L; 影响因素: initial concentration; 尺度: 实验室; 介质: 水; 提取方法: 表格直接提取; 期刊: Journal of Hazardous Materials; 地区(作者): Taiwan; 尾注: Equilibrium time ~5 min; 100% removal achieved,Mostafa et al. (2011)
"As(V) adsorption on IOCP, initial conc. 1.0 mg/L",总反应,吸附,As(V),NA,44.73,g·mg⁻¹·min⁻¹,NA,NA,2,NA,NA,NA,NA,30,°C,6.5-7,NA,NA,iron oxide coating on perlite,9.62,m²/g,1,mg/L,iron oxide-coated perlite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,备注: Data from Fig. 4 and Table 5; pseudo-second-order kinetics; R²: 0.9993; 共存物: NaCl; 共存物浓度: 0.01; 共存物单位: M; 催化剂投加: 10; 催化剂单位: g/L; 影响因素: initial concentration; 尺度: 实验室; 介质: 水; 提取方法: 表格直接提取; 期刊: Journal of Hazardous Materials; 地区(作者): Taiwan; 尾注: Equilibrium time ~5 min; 100% removal achieved,Mostafa et al. (2011)
"As(V) adsorption on IOCP, initial conc. 1.5 mg/L",总反应,吸附,As(V),NA,72.71,g·mg⁻¹·min⁻¹,NA,NA,2,NA,NA,NA,NA,30,°C,6.5-7,NA,NA,iron oxide coating on perlite,9.62,m²/g,1.5,mg/L,iron oxide-coated perlite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,备注: Data from Fig. 4 and Table 5; pseudo-second-order kinetics; R²: 0.9999; 共存物: NaCl; 共存物浓度: 0.01; 共存物单位: M; 催化剂投加: 10; 催化剂单位: g/L; 影响因素: initial concentration; 尺度: 实验室; 介质: 水; 提取方法: 表格直接提取; 期刊: Journal of Hazardous Materials; 地区(作者): Taiwan; 尾注: Equilibrium time ~5 min; 100% removal achieved,Mostafa et al. (2011)
As(V) adsorption isotherm on IOCP,总反应,吸附,As(V),NA,44.84,L·mg⁻¹,NA,NA,NA,NA,NA,NA,NA,30,°C,6.5-7,NA,NA,iron oxide coating on perlite,9.62,m²/g,NA,NA,iron oxide-coated perlite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,备注: Data from Table 4; Langmuir model; R²: 0.999; 共存物: NaCl; 共存物浓度: 0.01; 共存物单位: M; 催化剂投加: 1; 催化剂单位: g/L; 尺度: 实验室; 介质: 水; 提取方法: 表格直接提取; 期刊: Journal of Hazardous Materials; 地区(作者): Taiwan; 尾注: Langmuir qm = 0.39 mg/g; reaction time 24 h,Mostafa et al. (2011)
As(III) adsorption on iron oxide at 291 K,总反应,adsorption,As(III),NA,0.00144,min⁻¹(µg/g)⁻¹,NA,NA,2,NA,NA,NA,NA,291,K,7,NA,NA,iron oxide,14.6,m²/g,100,µg/L,iron oxide (Fe2O3),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,batch,"备注: Data from Table 2, pseudo-second-order kinetics; R²: 0.9997; 催化剂投加: 1; 催化剂单位: g/L; 影响因素: temperature; 尺度: laboratory; 介质: water; 提取方法: table extraction; 期刊: Water Pollution X; 地区(作者): Romania; 尾注: Equilibrium time 90 min; qe,calc=103 µg/g","Negrea et al., 2010"
As(III) adsorption on iron oxide at 295 K,总反应,adsorption,As(III),NA,0.00227,min⁻¹(µg/g)⁻¹,NA,NA,2,NA,NA,NA,NA,295,K,7,NA,NA,iron oxide,14.6,m²/g,100,µg/L,iron oxide (Fe2O3),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,batch,"备注: Data from Table 2, pseudo-second-order kinetics; R²: 0.9999; 催化剂投加: 1; 催化剂单位: g/L; 影响因素: temperature; 尺度: laboratory; 介质: water; 提取方法: table extraction; 期刊: Water Pollution X; 地区(作者): Romania; 尾注: Equilibrium time 90 min; qe,calc=102 µg/g","Negrea et al., 2010"
As(III) adsorption on iron oxide at 313 K,总反应,adsorption,As(III),NA,0.00794,min⁻¹(µg/g)⁻¹,NA,NA,2,NA,NA,131.7,kJ/mol,313,K,7,NA,NA,iron oxide,14.6,m²/g,100,µg/L,iron oxide (Fe2O3),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,batch,"备注: Data from Table 2, pseudo-second-order kinetics; R²: 1; 催化剂投加: 1; 催化剂单位: g/L; 影响因素: temperature; 尺度: laboratory; 介质: water; 提取方法: table extraction; 期刊: Water Pollution X; 地区(作者): Romania; 尾注: Equilibrium time 90 min; qe,calc=100 µg/g; activation energy from Table 3","Negrea et al., 2010"
"DMA adsorption on hematite at pH 7, I=0.01 M KCl, 1 mL/min flow rate",step 1,adsorption,DMA,DMA(ads),0.4,min⁻¹ mM⁻¹,NA,NA,1,NA,NA,NA,NA,room temperature,NA,7,NA,NA,α-Fe2O3,19,m²/g,0.5,mM,hematite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,batch,"备注: Data from Figure 3, 840 cm⁻¹ component, fast adsorption rate; 方程式: DMA(aq) + surface site → DMA(ads); 共存物: KCl; 共存物浓度: 0.01; 共存物单位: M; 催化剂投加: 6; 催化剂单位: mg; 影响因素: [DMA(aq)]; 因子n: 1; 尺度: laboratory; 介质: water; 提取方法: ATR-FTIR spectroscopy; 期刊: J. Phys. Chem. A; 地区(作者): Canada; 尾注: kads1 from linear fit slope","Tofan-Lazar & Al-Abadleh, J. Phys. Chem. A 2012, 116, 1596-1604"
"DMA desorption from hematite at pH 7, I=0.01 M KCl, 1 mL/min flow rate",step 1,desorption,DMA(ads),DMA(aq),0.3,min⁻¹,NA,NA,1,NA,NA,NA,NA,room temperature,NA,7,NA,NA,α-Fe2O3,19,m²/g,0.5,mM,hematite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,batch,"备注: Data from Figure 3, 840 cm⁻¹ component, desorption with Cl⁻; 方程式: DMA(ads) → DMA(aq); 共存物: KCl; 共存物浓度: 0.01; 共存物单位: M; 催化剂投加: 6; 催化剂单位: mg; 尺度: laboratory; 介质: water; 提取方法: ATR-FTIR spectroscopy; 期刊: J. Phys. Chem. A; 地区(作者): Canada; 尾注: kdes1 from linear fit intercept","Tofan-Lazar & Al-Abadleh, J. Phys. Chem. A 2012, 116, 1596-1604"
"DMA adsorption on hematite at pH 7, I=0.01 M KCl, 1 mL/min flow rate",step 1,adsorption,DMA,DMA(ads),0.3,min⁻¹ mM⁻¹,NA,NA,1,NA,NA,NA,NA,room temperature,NA,7,NA,NA,α-Fe2O3,19,m²/g,0.5,mM,hematite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,batch,"备注: Data from Figure 3, 877 cm⁻¹ component, fast adsorption rate; 方程式: DMA(aq) + surface site → DMA(ads); 共存物: KCl; 共存物浓度: 0.01; 共存物单位: M; 催化剂投加: 6; 催化剂单位: mg; 影响因素: [DMA(aq)]; 因子n: 1; 尺度: laboratory; 介质: water; 提取方法: ATR-FTIR spectroscopy; 期刊: J. Phys. Chem. A; 地区(作者): Canada; 尾注: kads1 from linear fit slope","Tofan-Lazar & Al-Abadleh, J. Phys. Chem. A 2012, 116, 1596-1604"
"DMA desorption from hematite at pH 7, I=0.01 M KCl, 1 mL/min flow rate",step 1,desorption,DMA(ads),DMA(aq),0.3,min⁻¹,NA,NA,1,NA,NA,NA,NA,room temperature,NA,7,NA,NA,α-Fe2O3,19,m²/g,0.5,mM,hematite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,batch,"备注: Data from Figure 3, 877 cm⁻¹ component, desorption with Cl⁻; 方程式: DMA(ads) → DMA(aq); 共存物: KCl; 共存物浓度: 0.01; 共存物单位: M; 催化剂投加: 6; 催化剂单位: mg; 尺度: laboratory; 介质: water; 提取方法: ATR-FTIR spectroscopy; 期刊: J. Phys. Chem. A; 地区(作者): Canada; 尾注: kdes1 from linear fit intercept","Tofan-Lazar & Al-Abadleh, J. Phys. Chem. A 2012, 116, 1596-1604"
"DMA adsorption on hematite at pH 7, I=0.01 M KCl, 1 mL/min flow rate",step 1,adsorption,DMA,DMA(ads),0.3,min⁻¹ mM⁻¹,NA,NA,1,NA,NA,NA,NA,room temperature,NA,7,NA,NA,α-Fe2O3,19,m²/g,0.5,mM,hematite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,batch,"备注: Data from Figure 3, 793 cm⁻¹ component, fast adsorption rate; 方程式: DMA(aq) + surface site → DMA(ads); 共存物: KCl; 共存物浓度: 0.01; 共存物单位: M; 催化剂投加: 6; 催化剂单位: mg; 影响因素: [DMA(aq)]; 因子n: 1; 尺度: laboratory; 介质: water; 提取方法: ATR-FTIR spectroscopy; 期刊: J. Phys. Chem. A; 地区(作者): Canada; 尾注: kads1 from linear fit slope","Tofan-Lazar & Al-Abadleh, J. Phys. Chem. A 2012, 116, 1596-1604"
"DMA desorption from hematite at pH 7, I=0.01 M KCl, 1 mL/min flow rate",step 1,desorption,DMA(ads),DMA(aq),0.4,min⁻¹,NA,NA,1,NA,NA,NA,NA,room temperature,NA,7,NA,NA,α-Fe2O3,19,m²/g,0.5,mM,hematite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,batch,"备注: Data from Figure 3, 793 cm⁻¹ component, desorption with Cl⁻; 方程式: DMA(ads) → DMA(aq); 共存物: KCl; 共存物浓度: 0.01; 共存物单位: M; 催化剂投加: 6; 催化剂单位: mg; 尺度: laboratory; 介质: water; 提取方法: ATR-FTIR spectroscopy; 期刊: J. Phys. Chem. A; 地区(作者): Canada; 尾注: kdes1 from linear fit intercept","Tofan-Lazar & Al-Abadleh, J. Phys. Chem. A 2012, 116, 1596-1604"
