反应描述,脱氯步骤,反应类型,反应物,产物,速率常数,速率常数_单位,表面反应速率常数,表面反应速率常数_单位,反应级数,半衰期,半衰期_单位,活化能,活化能_单位,温度,温度_单位,pH,氧化还原电位,氧化还原电位_单位,固相矿物类型,矿物比表面积,矿物比表面积_单位,初始浓度,初始浓度_单位,矿物名称,矿物化学式,溶度积,溶度积_单位,沉淀速率常数,沉淀速率常数_单位,溶解速率常数,溶解速率常数_单位,离子活度积,离子活度积_单位,过饱和度,实验体系,其他条件,参考文献
"CT reduction by lactate-Fe(II)-I with C3H5O3⁻:Fe(II)=1:20 (Figure S9, Table S5)",总反应,还原,CCl4,"HCCl3, H2CCl2, CH4",0.09,min⁻¹,NA,NA,1,NA,NA,NA,NA,NA,NA,7.5,NA,NA,lactate-Fe(II) complex,NA,NA,20,μM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"[Fe(II)]0=20 mM, [C3H5O3⁻]0=1 mM, reaction time=90 min",
"CT reduction by lactate-Fe(II)-I with C3H5O3⁻:Fe(II)=5:20 (Figure S9, Table S5)",总反应,还原,CCl4,"HCCl3, H2CCl2, CH4",0.15,min⁻¹,NA,NA,1,NA,NA,NA,NA,NA,NA,7.5,NA,NA,lactate-Fe(II) complex,NA,NA,20,μM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"[Fe(II)]0=20 mM, [C3H5O3⁻]0=5 mM, reaction time=90 min",
"CT reduction by lactate-Fe(II)-I with C3H5O3⁻:Fe(II)=10:20 (Figure S9, Table S5, Fig. 3a)",总反应,还原,CCl4,"HCCl3, H2CCl2, CH4",0.26254,min⁻¹,NA,NA,1,NA,NA,NA,NA,NA,NA,7.5,NA,NA,lactate-Fe(II) complex,NA,NA,20,μM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"[Fe(II)]0=20 mM, [C3H5O3⁻]0=10 mM, reaction time=90 min",
"CT reduction by lactate-Fe(II)-I with C3H5O3⁻:Fe(II)=15:20 (Figure S9, Table S5)",总反应,还原,CCl4,"HCCl3, H2CCl2, CH4",0.12,min⁻¹,NA,NA,1,NA,NA,NA,NA,NA,NA,7.5,NA,NA,lactate-Fe(II) complex,NA,NA,20,μM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"[Fe(II)]0=20 mM, [C3H5O3⁻]0=15 mM, reaction time=90 min",
"CT reduction by lactate-Fe(II)-I with C3H5O3⁻:Fe(II)=20:20 (Figure S9, Table S5)",总反应,还原,CCl4,"HCCl3, H2CCl2, CH4",0.11,min⁻¹,NA,NA,1,NA,NA,NA,NA,NA,NA,7.5,NA,NA,lactate-Fe(II) complex,NA,NA,20,μM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"[Fe(II)]0=20 mM, [C3H5O3⁻]0=20 mM, reaction time=90 min",
"CT reduction by lactate-Fe(II)-I with C3H5O3⁻:Fe(II)=25:20 (Figure S9, Table S5)",总反应,还原,CCl4,"HCCl3, H2CCl2, CH4",0.1,min⁻¹,NA,NA,1,NA,NA,NA,NA,NA,NA,7.5,NA,NA,lactate-Fe(II) complex,NA,NA,20,μM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"[Fe(II)]0=20 mM, [C3H5O3⁻]0=25 mM, reaction time=90 min",
"CT reduction by lactate-Fe(II)-II (Fig. 3b, Figure S16)",总反应,还原,CCl4,"HCCl3, H2CCl2, CH4",0.13605,min⁻¹,NA,NA,1,NA,NA,NA,NA,NA,NA,7.5,NA,NA,lactate-Fe(II) complex,NA,NA,20,μM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"[Fe(II)]0=20 mM, [C3H5O3⁻]0=10 mM, hydroxylation sequence: lactate+NaOH+Fe(II), reaction time=90 min",
"CT reduction by lactate-Fe(II)-III (Fig. 3b, Figure S16)",总反应,还原,CCl4,"HCCl3, H2CCl2, CH4",0.04954,min⁻¹,NA,NA,1,NA,NA,NA,NA,NA,NA,7.5,NA,NA,lactate-Fe(II) complex,NA,NA,20,μM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"[Fe(II)]0=20 mM, [C3H5O3⁻]0=10 mM, hydroxylation sequence: Fe(II)+NaOH+lactate, reaction time=90 min",
CT reduction by propionate-Fe(II) complex (Fig. 4a),总反应,还原,CCl4,"HCCl3, H2CCl2, CH4",0.28544,min⁻¹,NA,NA,1,NA,NA,NA,NA,NA,NA,7.5,NA,NA,propionate-Fe(II) complex,NA,NA,20,μM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"[Fe(II)]0=20 mM, [C3H6O2]0=10 mM, reaction time=90 min",
CT reduction by isopropanol-Fe(II) complex (Fig. 4a),总反应,还原,CCl4,"HCCl3, H2CCl2, CH4",0.07803,min⁻¹,NA,NA,1,NA,NA,NA,NA,NA,NA,7.5,NA,NA,isopropanol-Fe(II) complex,NA,NA,20,μM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"[Fe(II)]0=20 mM, [C3H8O]0=10 mM, reaction time=90 min",
"CT degradation by nano-Ni/Fe, pseudo-first-order kinetics (Figure 3a, Section 3.2)",总反应,还原,CT,CF+DCM+CH4,4.242,h⁻¹,10.6,mL/(m²·h),1,0.16,h,NA,NA,NA,NA,NA,NA,NA,Ni/Fe bimetallic nanoparticles,52.61,m²/g,26.28,mg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"Metal to solution ratio 0.4g/50mL, particle diameter 20-60nm, Ni content 2% wt.",Degradation of tetrachloromethane and tetrachloroethene by Ni/Fe bimetallic nanoparticles
"CCl4 transformation in homogeneous system with HS⁻ (Figure 1, Table III)",总反应,还原,CCl4,CS2 + CHCl3 + CO2 + CO + nonvolatile,0.020 ± 0.011,day⁻¹,NA,NA,1 (with respect to CCl4),2600,days,122 ± 32,kJ/mol,50,°C,8.6,NA,NA,NA,NA,NA,1,µM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,[HS⁻] = 1 mM,"TRANSFORMATION OF CARBON-TETRACHLORIDE IN THE PRESENCE OF SULFIDE, BIOTITE, AND VERMICULITE"
"CCl4 transformation with vermiculite and HS⁻ (Figure 1, Table III)",总反应,还原,CCl4,CS2 + CHCl3 + CO2 + CO + nonvolatile,0.081 ± 0.005,day⁻¹,NA,NA,1 (with respect to CCl4),160,days,91.3 ± 8.4,kJ/mol,50,°C,8.6,NA,NA,sheet silicate,2.94,m²/g,1,µM,vermiculite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"[HS⁻] = 1 mM, SC = 114 m²/L",
"CCl4 transformation with biotite and HS⁻ (Figure 1, Table III)",总反应,还原,CCl4,CS2 + CHCl3 + CO2 + CO + nonvolatile,0.12 ± 0.012,day⁻¹,NA,NA,1 (with respect to CCl4),50,days,59.9 ± 13.3,kJ/mol,50,°C,8.6,NA,NA,sheet silicate,1.45,m²/g,1,µM,biotite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"[HS⁻] = 1 mM, SC = 55.8 m²/L",
"CCl4 → CS2 pathway (Table II, biotite 1)",第1步,还原,CCl4,CS2,0.15,day⁻¹,NA,NA,NA,NA,NA,NA,NA,50,°C,8.6,NA,NA,sheet silicate,1.45,m²/g,NA,NA,biotite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"[HS⁻] = 1 mM, SC = 55.8 m²/L",
"CS2 → CO2 hydrolysis (Table II, biotite 1)",第2步,氧化,CS2,CO2,0.06,day⁻¹,NA,NA,NA,NA,NA,NA,NA,50,°C,8.6,NA,NA,sheet silicate,1.45,m²/g,NA,NA,biotite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"[HS⁻] = 1 mM, SC = 55.8 m²/L",
"CCl4 → CHCl3 pathway (Table II, biotite 1)",第1步,还原,CCl4,CHCl3,0.022,day⁻¹,NA,NA,NA,NA,NA,NA,NA,50,°C,8.6,NA,NA,sheet silicate,1.45,m²/g,NA,NA,biotite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"[HS⁻] = 1 mM, SC = 55.8 m²/L",
"CCl4 → nonvolatile product (Table II, biotite 1)",第1步,还原,CCl4,nonvolatile,0.003,day⁻¹,NA,NA,NA,NA,NA,NA,NA,50,°C,8.6,NA,NA,sheet silicate,1.45,m²/g,NA,NA,biotite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"[HS⁻] = 1 mM, SC = 55.8 m²/L",
"CCl4 → CS2 pathway (Table II, biotite 2)",第1步,还原,CCl4,CS2,0.11,day⁻¹,NA,NA,NA,NA,NA,NA,NA,50,°C,8.8,NA,NA,sheet silicate,1.45,m²/g,NA,NA,biotite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"[HS⁻] = 1 mM, SC = 55.8 m²/L",
"CS2 → CO2 hydrolysis (Table II, biotite 2)",第2步,氧化,CS2,CO2,0.03,day⁻¹,NA,NA,NA,NA,NA,NA,NA,50,°C,8.8,NA,NA,sheet silicate,1.45,m²/g,NA,NA,biotite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"[HS⁻] = 1 mM, SC = 55.8 m²/L",
"CCl4 → CHCl3 pathway (Table II, biotite 2)",第1步,还原,CCl4,CHCl3,0.006,day⁻¹,NA,NA,NA,NA,NA,NA,NA,50,°C,8.8,NA,NA,sheet silicate,1.45,m²/g,NA,NA,biotite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"[HS⁻] = 1 mM, SC = 55.8 m²/L",
"CCl4 → nonvolatile product (Table II, biotite 2)",第1步,还原,CCl4,nonvolatile,0.008,day⁻¹,NA,NA,NA,NA,NA,NA,NA,50,°C,8.8,NA,NA,sheet silicate,1.45,m²/g,NA,NA,biotite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"[HS⁻] = 1 mM, SC = 55.8 m²/L",
"CCl4 → CS2 pathway (Table II, vermiculite)",第1步,还原,CCl4,CS2,0.088,day⁻¹,NA,NA,NA,NA,NA,NA,NA,50,°C,8.3,NA,NA,sheet silicate,2.94,m²/g,NA,NA,vermiculite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"[HS⁻] = 1 mM, SC = 114 m²/L",
"CS2 → CO2 hydrolysis (Table II, vermiculite)",第2步,氧化,CS2,CO2,0.035,day⁻¹,NA,NA,NA,NA,NA,NA,NA,50,°C,8.3,NA,NA,sheet silicate,2.94,m²/g,NA,NA,vermiculite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"[HS⁻] = 1 mM, SC = 114 m²/L",
"CCl4 → CHCl3 pathway (Table II, vermiculite)",第1步,还原,CCl4,CHCl3,0.015,day⁻¹,NA,NA,NA,NA,NA,NA,NA,50,°C,8.3,NA,NA,sheet silicate,2.94,m²/g,NA,NA,vermiculite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"[HS⁻] = 1 mM, SC = 114 m²/L",
"CCl4 → nonvolatile product (Table II, vermiculite)",第1步,还原,CCl4,nonvolatile,0.001,day⁻¹,NA,NA,NA,NA,NA,NA,NA,50,°C,8.3,NA,NA,sheet silicate,2.94,m²/g,NA,NA,vermiculite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"[HS⁻] = 1 mM, SC = 114 m²/L",
CCl4 transformation with gibbsite (Table IV),总反应,还原,CCl4,CS2 + CHCl3 + CO2 + CO + nonvolatile,0.006 ± 0.004,day⁻¹,NA,NA,NA,NA,NA,NA,NA,50,°C,8,NA,NA,NA,11.4,m²/g,NA,NA,gibbsite,α-Al(OH)3,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"[HS⁻] = 0.95 mM, SC = 5 m²/L",
CCl4 transformation with gibbsite (Table IV),总反应,还原,CCl4,CS2 + CHCl3 + CO2 + CO + nonvolatile,0.003 ± 0.002,day⁻¹,NA,NA,NA,NA,NA,NA,NA,50,°C,8.4,NA,NA,NA,11.4,m²/g,NA,NA,gibbsite,α-Al(OH)3,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"[HS⁻] = 0.98 mM, SC = 50 m²/L",
CCl4 transformation with gibbsite (Table IV),总反应,还原,CCl4,CS2 + CHCl3 + CO2 + CO + nonvolatile,0.007 ± 0.004,day⁻¹,NA,NA,NA,NA,NA,NA,NA,50,°C,9.2,NA,NA,NA,11.4,m²/g,NA,NA,gibbsite,α-Al(OH)3,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"[HS⁻] = 1.0 mM, SC = 100 m²/L",
CCl4 transformation with Aerosil 200 (Table IV),总反应,还原,CCl4,CS2 + CHCl3 + CO2 + CO + nonvolatile,0.26 ± 0.06,day⁻¹,NA,NA,NA,NA,NA,NA,NA,50,°C,7.9,NA,NA,amorphous silica,200,m²/g,NA,NA,Aerosil 200,SiO2,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"[HS⁻] = 4.5 mM, SC = 700 m²/L",
CCl4 transformation homogeneous (Table IV),总反应,还原,CCl4,CS2 + CHCl3 + CO2 + CO + nonvolatile,0.031 ± 0.022,day⁻¹,NA,NA,NA,NA,NA,NA,NA,50,°C,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,[HS⁻] = 3.4 mM,
CCl4 transformation homogeneous (Table IV),总反应,还原,CCl4,CS2 + CHCl3 + CO2 + CO + nonvolatile,0.021 ± 0.007,day⁻¹,NA,NA,NA,NA,NA,NA,NA,50,°C,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,[HS⁻] = 1.1 mM,
CCl4 transformation homogeneous (Table IV),总反应,还原,CCl4,CS2 + CHCl3 + CO2 + CO + nonvolatile,0.019 ± 0.010,day⁻¹,NA,NA,NA,NA,NA,NA,NA,50,°C,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,[HS⁻] = 0.88 mM,
CCl4 transformation homogeneous (Table IV),总反应,还原,CCl4,CS2 + CHCl3 + CO2 + CO + nonvolatile,0.006 ± 0.002,day⁻¹,NA,NA,NA,NA,NA,NA,NA,50,°C,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,[HS⁻] = 0.95 mM,
"CCl4 hydrolysis rate at 50°C (text, calculated from Jeffers et al.)",总反应,氧化还原,CCl4,CHCl3,0.002,day⁻¹,NA,NA,NA,NA,NA,114.5,kJ/mol,50,°C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"Calculated from Jeffers et al. (20), ln A = 36.3 day⁻¹",
"Overall substrate removal at ORPo = -152 mv (Figure 7, Figure 8)",总反应,还原,Carbon tetrachloride,NA,6.9×10⁻³,h⁻¹,NA,NA,1,NA,NA,NA,NA,36±0.5,°C,NA,-152,mv,NA,NA,NA,323,μg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,Pseudomonas cepacia; glycerol 0.25 g/L; sodium nitrate 2.0 g/L; titanium(III) citrate as reducing agent,Biodegradation kinetics of carbon tetrachloride by Pseudomonas cepacia under varying oxidation-reduction potential conditions
CT biodegradation at ORPo = -261 mv (Figure 7),总反应,还原,Carbon tetrachloride,NA,5.4×10⁻³,h⁻¹,NA,NA,1,NA,NA,NA,NA,36±0.5,°C,NA,-261,mv,NA,NA,NA,323,μg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,Pseudomonas cepacia; glycerol 0.25 g/L; sodium nitrate 2.0 g/L; titanium(III) citrate as reducing agent,
CT biodegradation at ORPo = -346 mv (Figure 7),总反应,还原,Carbon tetrachloride,NA,3.3×10⁻³,h⁻¹,NA,NA,1,NA,NA,NA,NA,36±0.5,°C,NA,-346,mv,NA,NA,NA,323,μg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,Pseudomonas cepacia; glycerol 0.25 g/L; sodium nitrate 2.0 g/L; titanium(III) citrate as reducing agent,
CF biodegradation at initial concentration 378 μg/L (Figure 2),总反应,还原+氧化,Chloroform,NA,2.6×10⁻³,h⁻¹,NA,NA,1,NA,NA,NA,NA,36±0.5,°C,NA,-153,mv,NA,NA,NA,378,μg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"Pseudomonas cepacia; 15% reduction in 170 hours, 60% reduction in 300 hours; pseudo-first-order kinetics assumed from text description",
CF biodegradation at initial concentration 33.1 μg/L (Figure 3),总反应,还原+氧化,Chloroform,NA,3.7×10⁻³,h⁻¹,NA,NA,1,NA,NA,NA,NA,36±0.5,°C,NA,-115,mv,NA,NA,NA,33.1,μg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,Pseudomonas cepacia; faster degradation at lower initial concentration; pseudo-first-order kinetics,
CT biotransformation kinetic coefficients determined from Figures 10 and 11 during granulation,总反应,还原,Carbon tetrachloride (CT),NA,2.4×10⁻³,day⁻¹,NA,NA,NA,NA,NA,NA,NA,35±2,°C,NA,NA,NA,NA,NA,NA,0.5-5.8,mg CT/l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,Maximum specific substrate utilization rate (k); Glucose as primary substrate; UASB reactor,Biotransformation of carbon tetrachloride and anaerobic granulation in a upflow anaerobic sludge blanket reactor
Decay coefficient (b) for CT biotransformation (Figure 10),总反应,还原,Carbon tetrachloride (CT),NA,0.046,day⁻¹,NA,NA,NA,NA,NA,NA,NA,35±2,°C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,Bacterial decay coefficient; Glucose as primary substrate; UASB reactor,
CT dechlorination by CN32 alone (Fig. 4),总反应,还原,CT,CF,0.041,h⁻¹,NA,NA,NA,NA,NA,NA,NA,30,°C,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,NA,Biogenic FeS accelerates reductive dechlorination of carbon tetrachloride by Shewanella putrefaciens CN32
CT dechlorination by CN32-S (Fig. 4),总反应,还原,CT,CF,0.026,h⁻¹,NA,NA,NA,NA,NA,NA,NA,30,°C,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,NA,
CT dechlorination by CN32-Fe(10) (Fig. 4),总反应,还原,CT,CF,0.05,h⁻¹,NA,NA,NA,NA,NA,NA,NA,30,°C,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,NA,
"CT dechlorination by biogenic FeS, CN32-S-Fe(2) (Fig. 4, Table 1)",总反应,还原,CT,CF,0.35,h⁻¹,NA,NA,NA,NA,NA,NA,NA,30,°C,7,NA,NA,Biogenic FeS nanoparticles,1.86,m²/g,NA,NA,Mackinawite,FeS,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,NA,
CT dechlorination by pasteurized biogenic FeS (Fig. 5),总反应,还原,CT,CF,0.26,h⁻¹,NA,NA,NA,NA,NA,NA,NA,30,°C,7,NA,NA,Biogenic FeS nanoparticles,1.86,m²/g,NA,NA,Mackinawite,FeS,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,NA,
CT dechlorination by unpasteurized biogenic FeS (Fig. 5),总反应,还原,CT,CF,0.25,h⁻¹,NA,NA,NA,NA,NA,NA,NA,30,°C,7,NA,NA,Biogenic FeS nanoparticles,1.86,m²/g,NA,NA,Mackinawite,FeS,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,NA,
CT dechlorination by abiotic FeS (Fig. 5),总反应,还原,CT,CF,0.05,h⁻¹,NA,NA,NA,NA,NA,NA,NA,30,°C,7,NA,NA,Abiotic FeS,24.95,m²/g,NA,NA,Mackinawite,FeS,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,NA,
CT dechlorination by CN32-S-Fe(1) (Table 1),总反应,还原,CT,CF,0.29,h⁻¹,NA,NA,NA,NA,NA,NA,NA,30,°C,7,NA,NA,Biogenic FeS nanoparticles,NA,NA,NA,NA,Mackinawite,FeS,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,NA,
CT dechlorination by CN32-S-Fe(5) (Table 1),总反应,还原,CT,CF,0.35,h⁻¹,NA,NA,NA,NA,NA,NA,NA,30,°C,7,NA,NA,Biogenic FeS nanoparticles,NA,NA,NA,NA,Mackinawite,FeS,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,NA,
CT dechlorination by CN32-S-Fe(10) (Table 1),总反应,还原,CT,CF,0.33,h⁻¹,NA,NA,NA,NA,NA,NA,NA,30,°C,7,NA,NA,Biogenic FeS nanoparticles,NA,NA,NA,NA,Mackinawite,FeS,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,NA,
"Fe cathode & TiO2 anode, 180 min removal (Table 1)",总反应,还原,CCl4,"CHCl3, CH2Cl2",0.0145,min⁻¹,NA,NA,1,47.79,min,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,mg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"Cell voltage 30V, Na2SO4 30 mmol/L",Removal of Carbon Tetrachloride by Enhanced Reduction in a Dual-Chamber Electrochemical Reactor
"Fe cathode & IrO2-RuO2/Ti anode, 180 min removal (Table 1)",总反应,还原,CCl4,"CHCl3, CH2Cl2",0.0198,min⁻¹,NA,NA,1,35,min,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,mg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"Cell voltage 30V, Na2SO4 30 mmol/L",
"Cu cathode & IrO2-RuO2/Ti anode, 180 min removal (Table 1)",总反应,还原,CCl4,"CHCl3, CH2Cl2",0.0212,min⁻¹,NA,NA,1,32.69,min,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,mg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"Cell voltage 30V, Na2SO4 30 mmol/L",
"Ti cathode & IrO2-RuO2/Ti anode, 180 min removal (Table 1)",总反应,还原,CCl4,"CHCl3, CH2Cl2",0.0042,min⁻¹,NA,NA,1,165,min,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,mg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"Cell voltage 30V, Na2SO4 30 mmol/L",
"Cell voltage 10V, 180 min (Table 1)",总反应,还原,CCl4,"CHCl3, CH2Cl2",0.0103,min⁻¹,NA,NA,1,67.28,min,NA,NA,25,°C,7,NA,NA,NA,NA,NA,1,mg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"Fe cathode & IrO2-RuO2/Ti anode, Na2SO4 30 mmol/L",
"Cell voltage 20V, 180 min (Table 1)",总反应,还原,CCl4,"CHCl3, CH2Cl2",0.011,min⁻¹,NA,NA,1,63,min,NA,NA,25,°C,7,NA,NA,NA,NA,NA,1,mg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"Fe cathode & IrO2-RuO2/Ti anode, Na2SO4 30 mmol/L",
"Cell voltage 25V, 180 min (Table 1)",总反应,还原,CCl4,"CHCl3, CH2Cl2",0.0116,min⁻¹,NA,NA,1,59.74,min,NA,NA,25,°C,7,NA,NA,NA,NA,NA,1,mg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"Fe cathode & IrO2-RuO2/Ti anode, Na2SO4 30 mmol/L",
"Cell voltage 30V, 180 min (Table 1)",总反应,还原,CCl4,"CHCl3, CH2Cl2",0.0132,min⁻¹,NA,NA,1,52.5,min,NA,NA,25,°C,7,NA,NA,NA,NA,NA,1,mg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"Fe cathode & IrO2-RuO2/Ti anode, Na2SO4 30 mmol/L",
"Cell voltage 35V, 180 min (Table 1)",总反应,还原,CCl4,"CHCl3, CH2Cl2",0.0143,min⁻¹,NA,NA,1,48.46,min,NA,NA,25,°C,7,NA,NA,NA,NA,NA,1,mg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"Fe cathode & IrO2-RuO2/Ti anode, Na2SO4 30 mmol/L",
"Temperature 15°C, 180 min (Table 1)",总反应,还原,CCl4,"CHCl3, CH2Cl2",0.0123,min⁻¹,NA,NA,1,56.34,min,NA,NA,15,°C,7,NA,NA,NA,NA,NA,1,mg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"Fe cathode & IrO2-RuO2/Ti anode, Cell voltage 30V, Na2SO4 30 mmol/L",
"Temperature 20°C, 180 min (Table 1)",总反应,还原,CCl4,"CHCl3, CH2Cl2",0.0127,min⁻¹,NA,NA,1,54.57,min,NA,NA,20,°C,7,NA,NA,NA,NA,NA,1,mg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"Fe cathode & IrO2-RuO2/Ti anode, Cell voltage 30V, Na2SO4 30 mmol/L",
"Temperature 25°C, 180 min (Table 1)",总反应,还原,CCl4,"CHCl3, CH2Cl2",0.0132,min⁻¹,NA,NA,1,52.5,min,NA,NA,25,°C,7,NA,NA,NA,NA,NA,1,mg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"Fe cathode & IrO2-RuO2/Ti anode, Cell voltage 30V, Na2SO4 30 mmol/L",
"Temperature 30°C, 180 min (Table 1)",总反应,还原,CCl4,"CHCl3, CH2Cl2",0.0151,min⁻¹,NA,NA,1,45.89,min,NA,NA,30,°C,7,NA,NA,NA,NA,NA,1,mg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"Fe cathode & IrO2-RuO2/Ti anode, Cell voltage 30V, Na2SO4 30 mmol/L",
"Temperature 40°C, 180 min (Table 1)",总反应,还原,CCl4,"CHCl3, CH2Cl2",0.0165,min⁻¹,NA,NA,1,42,min,9.465,kJ/mol,40,°C,7,NA,NA,NA,NA,NA,1,mg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"Fe cathode & IrO2-RuO2/Ti anode, Cell voltage 30V, Na2SO4 30 mmol/L",
"Na2SO4 1 mmol/L, 180 min (Table 1)",总反应,还原,CCl4,"CHCl3, CH2Cl2",0.0078,min⁻¹,NA,NA,1,88.85,min,NA,NA,25,°C,7,NA,NA,NA,NA,NA,1,mg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"Fe cathode & IrO2-RuO2/Ti anode, Cell voltage 30V",
"Na2SO4 5 mmol/L, 180 min (Table 1)",总反应,还原,CCl4,"CHCl3, CH2Cl2",0.0122,min⁻¹,NA,NA,1,56.8,min,NA,NA,25,°C,7,NA,NA,NA,NA,NA,1,mg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"Fe cathode & IrO2-RuO2/Ti anode, Cell voltage 30V",
"Na2SO4 10 mmol/L, 180 min (Table 1)",总反应,还原,CCl4,"CHCl3, CH2Cl2",0.0153,min⁻¹,NA,NA,1,45.29,min,NA,NA,25,°C,7,NA,NA,NA,NA,NA,1,mg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"Fe cathode & IrO2-RuO2/Ti anode, Cell voltage 30V",
